"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0000974"	4	"Prp19 complex"	"A protein complex consisting of Prp19 and associated proteins that is involved in the transition from the precatalytic spliceosome to the activated form that catalyzes step 1 of splicing, and which remains associated with the spliceosome through the second catalytic step. It is widely conserved, found in both yeast and mammals, though the exact composition varies. In S. cerevisiae, it contains Prp19p, Ntc20p, Snt309p, Isy1p, Syf2p, Cwc2p, Prp46p, Clf1p, Cef1p, and Syf1p."	"CTNNBL1,HSPA8,PRPF19,U2AF2"
"GO:0001401"	3	"mitochondrial sorting and assembly machinery complex"	"A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex."	"DNAJC11,MTX1,SAMM50"
"GO:0001518"	6	"voltage-gated sodium channel complex"	"A sodium channel in a cell membrane whose opening is governed by the membrane potential."	"SCN10A,SCN1B,SCN2A,SCN2B,SCN3B,SCN5A"
"GO:0001520"	2	"outer dense fiber"	"A supramolecular fiber found in the flagella of mammalian sperm that surrounds the nine microtubule doublets. These dense fibers are stiff and noncontractile. In human, they consist of about 10 major and at least 15 minor proteins, where all major proteins are ODF1, ODF2 or ODF2-related proteins."	"AK1,RSPH1"
"GO:0001527"	6	"microfibril"	"Extracellular matrix components occurring independently or along with elastin. Thought to have force-bearing functions in tendon. In addition to fibrillins, microfibrils may contain other associated proteins."	"FBN1,FBN2,LTBP4,MFAP1,MFAP5,THSD4"
"GO:0001533"	8	"cornified envelope"	"A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes)."	"ANXA1,CST6,CSTA,DSP,EVPL,KRT10,KRT3,PI3"
"GO:0001534"	3	"radial spoke"	"Protein complex that links the outer microtubule doublet of the ciliary or flagellum axoneme with the sheath that surrounds the central pair of microtubules. Composed of a stalk that attaches to each doublet microtubule and a globular structure (spoke head) that projects toward the central pair of microtubules."	"RSPH4A,RSPH6A,RSPH9"
"GO:0001650"	111	"fibrillar center"	"A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures."	"ACACA,AFF4,AGER,ANKRD1,APEX2,BOLL,BTBD10,CAMK4,CC2D1A,CCDC137,CD2AP,CD2BP2,CDCA7L,CDK7,CHCHD1,CILK1,COIL,DAB2,DCLRE1A,DDX11,DDX46,DEAF1,DKC1,DSN1,DUSP11,E2F5,EEF1D,ESRRA,EZR,F1PA98,FBL,FBLIM1,FBLL1,FHIT,FOXA1,FOXJ2,GAR1,HEATR1,HERC4,HOXB5,IMP4,IP6K1,IP6K2,JAZF1,KDM4A,KIT,KLF6,LEO1,LIPA,MALT1,MAP3K14,MBD6,MLLT1,MRI1,MTDH,NFIB,NHEJ1,NOLC1,NOP53,NOP56,NOP58,NRIP1,NUAK1,NUFIP1,OTP,PAFAH1B2,PAK6,PAX5,PEX14,PLRG1,POLR1E,POLR1G,POLR2F,PRMT7,PSPC1,RAI14,RERG,RGS22,RPAIN,RPS6KA6,RREB1,RSAD2,SAMD4A,SELENBP1,SESN1,SMAD7,SMARCA5,SMARCB1,SNAI1,SPATA2,SPECC1,STN1,STOX1,TAF1C,TAF4B,TAX1BP3,TCOF1,TERF1,THAP1,TIMM44,TOP1,TRERF1,TRIM27,TXNRD1,UBTF,URB1,USO1,UTP15,UTP4,WDR33,WDR43"
"GO:0001652"	5	"granular component"	"A structure found in the nucleolus, which contains nearly completed preribosomal particles destined for the cytoplasm."	"CARF,CDKN2AIP,CLEC3B,FBL,RRP1B"
"GO:0001669"	37	"acrosomal vesicle"	"A structure in the head of a spermatozoon that contains acid hydrolases, and is concerned with the breakdown of the outer membrane of the ovum during fertilization. It lies just beneath the plasma membrane and is derived from the lysosome."	"ABHD2,ACR,ACRV1,AKAP3,ATP6V0A2,CALCR,CAPN11,CEP131,CFAP65,DKKL1,DLD,DPEP3,DYNLT4,IL4I1,IQCF1,KNL1,LOC100856208,LOC486426,LOC611901,MROH2B,NCF2,NUDT1,PLA2G10,PRKACA,PRSS55,RAB3A,SLIRP,SNAPIN,SPACA7,SPESP1,SPINK2,STK31,TBC1D21,TCP1,TRIM36,VDAC2,ZPBP2"
"GO:0001673"	12	"male germ cell nucleus"	"The nucleus of a male germ cell, a reproductive cell in males."	"ACTL7A,ACTRT3,H2AX,HSPA2,MLH1,MLH3,REC8,STAG3,SYCP1,TERF2,TOPBP1,TRIP13"
"GO:0001674"	1	"female germ cell nucleus"	"The nucleus of the female germ cell, a reproductive cell in females."	"LHX8"
"GO:0001725"	29	"stress fiber"	"A contractile actin filament bundle that consists of short actin filaments with alternating polarity, cross-linked by alpha-actinin and possibly other actin bundling proteins, and with myosin present in a periodic distribution along the fiber."	"ACTN1,CORO1B,DAAM1,FAM107A,FERMT2,FHOD1,GAS2L1,LCP1,LIMA1,MST1R,MYH10,MYH14,MYH7,MYH9,MYL9,MYLK,NEBL,PALLD,PGM5,PTK2,SEPTIN11,SEPTIN9,SH2B2,SHROOM4,SIPA1L3,TEK,TLNRD1,XIRP1,XIRP2"
"GO:0001726"	52	"ruffle"	"Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."	"ACTN1,ALS2,APPL1,ARFIP2,ARHGAP18,ATP6V1B2,BAIAP2,BCAR1,CAPG,CARMIL2,CD2AP,CDK6,COBL,CSPG4,CTTN,CYTH3,EZR,FGD1,FGD2,FRMD4B,INPP5K,IQGAP1,ITGB1BP1,KIF18A,KNSTRN,LCP1,LIMA1,LOC100855913,MKLN1,MTM1,MTMR14,MYH9,NF2,NME2,PAK1,PDPN,PODXL,RAB22A,RAB5A,RASA1,RDX,RINL,S100A11,S100B,SH2B2,SLC9A3R1,TLN1,TLN2,TNFRSF12A,TRPM7,VIL1,WASF2"
"GO:0001739"	4	"sex chromatin"	"Chromatin that is part of a sex chromosome."	"PCGF2,RING1,RNF2,SUZ12"
"GO:0001740"	2	"Barr body"	"A structure found in a female mammalian cell containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery."	"LRIF1,MACROH2A1"
"GO:0001741"	12	"XY body"	"A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery."	"DMRTC2,DNMT3A,ESCO2,H2AX,MAEL,PBX4,PLK4,SIN3B,SMARCB1,SMARCC1,UBE2B,ZCWPW1"
"GO:0001750"	27	"photoreceptor outer segment"	"The outer segment of a vertebrate photoreceptor that contains discs of photoreceptive membranes."	"ABCA4,ARR3,BBS7,CCDC66,CIB2,CNGB1,CNGB3,GNAQ,GNAT1,GNB1,GUCY2D,HNF1A,IFT20,IQCB1,MAK,MAP1B,MYO7A,MYRIP,OCRL,PDC,PRPH2,RAB27A,RCVRN,RP1,SAG,SRPX,TULP1"
"GO:0001772"	34	"immunological synapse"	"An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."	"ALCAM,ARHGDIA,ATP2B1,BCL10,CARD11,CD28,CD3E,CD53,CD6,CD81,CORO1A,CRTAM,DLA-DRA,DLG1,DUSP3,EZR,FYB2,HAVCR1,ICAM1,IL4I1,LAT,MYH9,NPTN,PRKAR1A,PRKCQ,PTPRJ,RHOH,SCRIB,SKAP1,SNX27,STOML2,STX7,VAV3,ZAP70"
"GO:0001891"	13	"phagocytic cup"	"An invagination of the cell membrane formed by an actin dependent process during phagocytosis. Following internalization it is converted into a phagosome."	"ADGRB1,ANXA1,ARHGAP12,CORO1A,LCP1,MEGF10,PEAR1,RAB11FIP2,RACK1,SYT11,TICAM2,TLR4,TNF"
"GO:0001917"	33	"photoreceptor inner segment"	"The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs."	"AIPL1,ASRGL1,ATP1B2,C29H8orf37,CCDC66,CDH23,CIB2,CROCC,DNM1,DNM2,DRAM2,ENO2,EPB41L5,FAM161A,GNAT1,GUCA1A,GUK1,MAK,MYO7A,OPN1SW,PDC,PRPH2,RCVRN,RDH12,REEP6,RP1,RS1,SLC2A1,SNAP25,TULP1,USH1G,USH2A,USP45"
"GO:0001931"	7	"uropod"	"A membrane projection with related cytoskeletal components at the trailing edge of a cell in the process of migrating or being activated, found on the opposite side of the cell from the leading edge or immunological synapse, respectively."	"BST1,DHRS13,EZR,FLOT1,ICAM2,MYH9,PIP5K1B"
"GO:0001939"	6	"female pronucleus"	"The pronucleus originating from the ovum that is being fertilized."	"AKAP8,CBX1,CCNA2,RIF1,TBP,TET3"
"GO:0001940"	5	"male pronucleus"	"The pronucleus originating from the spermatozoa that was involved in fertilization."	"CBX1,CCNA2,RIF1,TBP,TET3"
"GO:0002080"	12	"acrosomal membrane"	"The membrane that surrounds the acrosomal lumen. The acrosome is a special type of lysosome in the head of a spermatozoon that contains acid hydrolases and is concerned with the breakdown of the outer membrane of the ovum during fertilization."	"CAV1,CAV2,DHRS13,HYAL3,PCSK4,PLA1A,SERPINA5,SLC2A3,SPACA3,TEKT3,TMEM95,TRIP11"
"GO:0002095"	2	"caveolar macromolecular signaling complex"	"A complex composed of proteins required for beta adrenergic receptor activation of protein kinase A. It includes the Cav 12. subunit of L-type calcium channel, protein kinase A regulatory subunit 2(PKAR2), adenyl cyclase, beta-adrenergic receptor, G-alpha-S, protein phosphatase 2A (PP2A) and caveolin 3 (CAV3)."	"CAV1,CAV2"
"GO:0002096"	2	"polkadots"	"A punctate, filamentous structure composed of Bcl10 that appears in the cytoplasm of T-cells shortly after T-cell receptor stimulation. Polkadots stands for Punctate Oligomeric Killing and Activating DOmains Transducing Signals."	"BCL10,MALT1"
"GO:0002102"	14	"podosome"	"An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."	"A0A5F4DG78,AFAP1L1,CTTN,FERMT3,HNRNPK,LCP1,LPXN,PTPN12,SCIN,SH3PXD2A,SH3PXD2B,SRC,VCAM1,VCL"
"GO:0002133"	1	"polycystin complex"	"A stable heterodimeric complex composed of polycystin-1 and polycystin-2."	"PKD2"
"GO:0002142"	2	"stereocilia ankle link complex"	"A complex of proteins that connect growing stereocilia in developing cochlear hair cells, composed of Vlgr1, usherin, vezatin, and whirlin."	"PDZD7,USH2A"
"GO:0002177"	9	"manchette"	"A tubular array of microtubules that extends from the perinuclear ring surrounding the spermatid nucleus to the flagellar axoneme. The manchette may also contain F-actin filaments."	"CCDC181,CEP131,IQCG,LOC486445,MEIG1,PACRG,PPP1R42,SNAPIN,STRBP"
"GO:0002178"	1	"palmitoyltransferase complex"	"A protein complex with palmitoyltransferase activity."	"ZDHHC9"
"GO:0002193"	3	"MAML1-RBP-Jkappa- ICN1 complex"	"A protein complex that consists of the intracellular domain of Notch1 (ICN1), the DNA-binding transcription factor RBP-Jkappa, and the transcriptional coactivator Mastermind-like-1 (MAML1); the complex is involved in transcriptional activation in response to Notch-mediated signaling."	"MAML1,NOTCH1,RBPJ"
"GO:0002199"	6	"zona pellucida receptor complex"	"A multisubunit complex comprising the chaperonin-containing T-complex and several other components involved in mediating sperm-oocyte Interaction."	"CCT3,CCT4,CCT8,HSPA1L,TCP1,ZPBP2"
"GO:0002947"	1	"tumor necrosis factor receptor superfamily complex"	"A receptor complex that contains one or more members of the tumor necrosis factor (TNF) receptor superfamily."	"TRAF2"
"GO:0005575"	9	"cellular_component"	"A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome)."	"C12H6orf163,FAM3D,FGF8,MRNIP,OR13C7F,PLPP5,PRRC2A,RLF,TDRD12"
"GO:0005576"	493	"extracellular region"	"The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."	"A0A5F4BRS8,A0A5F4BWS0,A0A5F4C0A0,A0A5F4C418,A0A5F4CD64,A0A5F4CDD5,A0A5F4CHI6,A0A5F4CMC9,A0A5F4CND2,A0A5F4CRB2,A0A5F4CTY5,A0A5F4CU78,A0A5F4CWT7,A0A5F4CYC9,A0A5F4CZY9,A0A5F4D050,A0A5F4D709,A1BG,ACAN,ADAMTS1,ADAMTS10,ADAMTS14,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS19,ADAMTS2,ADAMTS6,ADAMTS7,ADAMTS8,ADAMTSL2,ADAMTSL4,ADAMTSL5,ADCY10,ADCYAP1,ADGRG1,ADM,ADM2,AEBP1,AMBN,AMBP,AMELX,AMN,ANOS1,ANXA2,APOL5,APOL6,APOLD1,APP,ARSI,ARSK,AVP,B2M,B3GAT1,BCAN,BCHE,BDNF,BGN,BMP7,BPI,C10orf99,C12H6orf120,C1QA,C1QB,C1QL2,C1QL3,C1QTNF3,C1QTNF7,C2,C3H4orf48,C6,C7,C8A,C8B,C8G,CA6,CALCA,CALCB,CALR,CANT1,CBD103,CBD105,CBD107,CBD111,CBD122,CBD131,CBD132,CBD134,CBD135,CBD138,CCDC103,CCDC126,CCDC39,CCK,CCN1,CCN2,CCN3,CCN5,CD163,CD63,CDSN,CEL,CES2,CES5A,CFAP43,CFB,CHSY1,CILP2,CKLF,CLPS,CLPSL2,CLSTN1,CLUL1,COL12A1,COL14A1,COL1A2,COL6A6,CPXM2,CRABP2,CRH,CRIM1,CRISP2,Crsp-4,CYB5D2,DAW1,DCLRE1A,DEFB110,DEFB113,DEFB114,DEFB116,DEFB118,DEFB119,DEFB121,DEFB123,DEFB124,DEFB125,DEFB127,DEFB128,DIPK2A,DIPK2B,DMBT1,DNAAF4,DNAH11,DNAH5,DNAI1,DNASE1,DPCD,DPT,DRAXIN,E2R735,EEF2KMT,EGFLAM,ELN,ELSPBP1,ENDOU,ENPP3,ENPP6,ENTPD5,ENTPD6,EPDR1,ERAP1,ESM1,F10,F11,F1PLY9,F1PTS4,FABP1,FABP12,FABP3,FABP4,FABP5,FABP6,FABP9,FAM3A,FAM3B,FAM71F1,FBLN2,FBN2,FGA,FGB,FGF1,FGF11,FGF12,FGF14,FGF17,FGF18,FGF22,FGF5,FGF6,FGF8,FGF9,FGFBP1,FGFBP3,FIBIN,FN1,FNDC5,FSTL1,FSTL4,FSTL5,GAA,GALP,GASK1A,GDF10,GDF9,GHR,GHRL,GLA,GP2,GPHA2,GPX5,GUCA2A,GUCA2B,H2B3G5,H9GWQ9,HAPLN1,HAPLN2,HAPLN3,HAPLN4,HMCN1,HMCN2,HMGB1,HNRNPA2B1,HSP90AB1,HSPB6,HSPG2,IL10,IL18,IL19,IL22,IL24,IL25,IL4I1,IL6R,IMPG1,IMPG2,INHBA,INHBE,INS,INSL6,ISG15,ITIH1,ITIH2,ITIH3,ITIH4,ITIH5,J9NSZ4,J9NUC2,J9NY92,J9P3C7,J9P6U9,J9PB83,JHY,KATNIP,KAZALD1,KIF27,KIRREL3,KITLG,KLK11,KLK6,KRTDAP,LALBA,LCN10,LCN15,LCN6,LCNL1,LEAP2,LEP,LGALS3,LGI2,LGI3,LGMN,LIPF,LOC100684659,LOC100686507,LOC100687983,LOC100688842,LOC100688914,LOC100855880,LOC102154510,LOC102156406,LOC102156503,LOC106557487,LOC106557533,LOC106558537,LOC111089962,LOC475395,LOC482175,LOC485559,LOC489915,LOC607807,LOC611685,LRCOL1,LRRC6,LY6G5C,LYG2,MFAP2,MFAP5,MGAT5,MGP,MLN,MMP13,MMP3,MUC5AC,MUC5B,NAXE,NCAN,NEK10,NID1,NID2,NMB,NME5,NMS,NMU,NPB,NPC1,NPC2,NPNT,NPPC,NPS,NPVF,NRG1,NRTN,NTN1,NTN3,NTN4,NTN5,NTS,NUCB1,NXPH1,NXPH2,NXPH3,NXPH4,OLFM1,OLFM2,OLFML3,OPTC,OTOG,OTOGL,OTOL1,OXT,P01002,P06872,P83762,PAPPA,PCOLCE2,PDYN,PENK,PGA,PGB,PIGX,PINLYP,PKDCC,PKIB,PLA1A,PLA2G12A,PLA2G12B,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G5,PLAT,PLG,PMCH,PMP2,PNLIPRP1,PNLIPRP3,PNOC,PON2,PPY,PRADC1,PRCD,PRF1,PRG4,PROCA1,PROK2,PRRG1,PRRG3,PRRG4,PRSS36,PTGDS,PTH2,PTHLH,PTN,PYCARD,QRFP,RARRES2,RB1CC1,RBP1,RBP2,RBP4,RBP5,RBP7,RETNLB,RFX3,RLN,RLN2,RLN3,RNASE10,RNASE12,RNASE13,RNASE9,RNLS,RSPO2,RSPO3,RSPO4,RTBDN,S100A4,SCG3,SCG5,SCGB1C1,SCT,SCYGR2,SCYGR8,SDC1,SFRP1,SFTPB,SFTPC,SLC9A3R1,SMOC1,SMPD3,SMPDL3B,SPACA3,SPAG11,SPAG16,SPAG17,SPATA20,SPATA5,SPINK1,SPINK4,SPINK5,SPOCK2,SPOCK3,SPON1,SPP2,ST14,STK36,SVBP,TBC1D15,TECTA,TFF1,TFF2,TGFB2,THAP4,THBS2,THBS3,THPO,THSD4,TIMP1,TIMP2,TIMP3,TMPRSS11A,TMPRSS11D,TMPRSS11F,TNC,TNFSF15,TRH,TSHB,TTC25,TTLL1,TUB,TULP1,TULP2,TULP3,TXN,UCN,UMOD,USH2A,UTS2,VCAN,VEGFB,VIP,VSTM2L,VTN,VWA1,VWF,WFDC1,WFDC10B,WFDC2,WFDC8,WFIKKN1,WIF1,WNT1,WNT4,WNT7B,WNT8A,WWP2,ZNF653,ZP2,ZP3,ZP4,ZPBP,ZPBP2"
"GO:0005577"	6	"fibrinogen complex"	"A highly soluble, elongated protein complex found in blood plasma and involved in clot formation. It is converted into fibrin monomer by the action of thrombin. In the mouse, fibrinogen is a hexamer, 46 nm long and 9 nm maximal diameter, containing two sets of nonidentical chains (alpha, beta, and gamma) linked together by disulfide bonds."	"FGA,FGB,FGG,FN1,SERPINF2,THBS1"
"GO:0005579"	7	"membrane attack complex"	"A protein complex produced by sequentially activated components of the complement cascade inserted into a target cell membrane and forming a pore leading to cell lysis via ion and water flow."	"C5,C6,C7,C8A,C8B,C8G,C9"
"GO:0005581"	22	"collagen trimer"	"A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."	"COL11A2,COL12A1,COL14A1,COL15A1,COL17A1,COL1A2,COL20A1,COL21A1,COL28A1,COL4A5,COL6A3,COL7A1,COLEC10,COLEC11,COLEC12,DLA-DMA,DLA-DOA,LOC610540,LOX,MBL2,SFTPA1,SFTPD"
"GO:0005583"	1	"fibrillar collagen trimer"	"Any triple helical collagen trimer that forms fibrils."	"LUM"
"GO:0005584"	1	"collagen type I trimer"	"A collagen trimer containing alpha(I) chains. The most common form of type I collagen is a heterotrimer containing two alpha1(I) chains and one alpha2(I) chain; homotrimers containing three alpha1(I) chains are also found. Type I collagen triple helices associate to form banded fibrils."	"COL1A1"
"GO:0005586"	1	"collagen type III trimer"	"A collagen homotrimer of alpha1(III) chains; type III collagen triple helices associate to form fibrils."	"COL3A1"
"GO:0005587"	4	"collagen type IV trimer"	"A collagen heterotrimer containing type IV alpha chains; [alpha1(IV)]2alpha2(IV) trimers are commonly observed, although more type IV alpha chains exist and may be present in type IV trimers; type IV collagen triple helices associate to form 3 dimensional nets within basement membranes."	"COL4A1,COL4A3,COL4A4,COL4A5"
"GO:0005588"	1	"collagen type V trimer"	"A collagen heterotrimer containing type V alpha chains; [alpha1(V)]2alpha2(V) and alpha1(V)alpha2(V)alpha3(V) trimers have been observed; type V collagen triple helices associate to form fibrils."	"COL5A3"
"GO:0005592"	1	"collagen type XI trimer"	"A collagen heterotrimer containing type XI alpha chains in alpha1(XI)alpha2(XI)alpha3(XI) trimers; type XI collagen triple helices associate to form fibrils."	"COL11A1"
"GO:0005594"	1	"collagen type IX trimer"	"A collagen heterotrimer containing type IX alpha chains in alpha1(IX)alpha2(IX)alpha3(IX) trimers; type IX collagen triple helices associate to form a structure that links glycosaminoglycans to type II collagen fibrils."	"COL9A2"
"GO:0005604"	50	"basement membrane"	"A collagen-containing extracellular matrix consisting of a thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers."	"ACAN,ACHE,ADAMTS1,AGRN,AMTN,ANXA2,CASK,CCDC80,CD151,COL15A1,COL17A1,COL28A1,COL2A1,COL4A4,COL5A1,DLG1,EFNA5,EGFL6,EGFLAM,ENTPD2,FBLN1,FBN1,FN1,FRAS1,FREM1,FREM2,HMCN1,HMCN2,HSPG2,ITGB4,J9P1X3,LAMA2,LAMA4,LAMB4,LAMC1,LAMC3,LOC100687983,NID1,NID2,NPNT,NTN1,NTN4,P3H2,RELL2,SPARC,THBS2,THBS4,TINAG,TNC,VWA1"
"GO:0005606"	2	"laminin-1 complex"	"A laminin complex composed of alpha1, beta1 and gamma1 polypeptide chains."	"LAMA1,LAMB1"
"GO:0005607"	1	"laminin-2 complex"	"A laminin complex composed of alpha2, beta1 and gamma1 polypeptide chains."	"LAMB1"
"GO:0005608"	2	"laminin-3 complex"	"A laminin complex composed of alpha1, beta2 and gamma1 polypeptide chains."	"LAMA1,LAMB2"
"GO:0005610"	1	"laminin-5 complex"	"A laminin complex composed of alpha3, beta3 and gamma2 polypeptide chains."	"LAMA3"
"GO:0005614"	10	"interstitial matrix"	"A type of extracellular matrix found in interstitial connective tissue, characterized by the presence of fibronectins, proteoglycans, and types I, III, V, VI, VII and XII collagens."	"ABI3BP,ADAMTSL4,CCDC80,ECM2,EGFLAM,NAV2,NEPN,TNC,VIT,VWA1"
"GO:0005615"	343	"extracellular space"	"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."	"A0A5F4C8Y1,A2ML1,ACE2,ACHE,ACP3,ADAMTS15,ADAMTS20,ADAMTS4,ADAMTS5,ADAMTS9,ADGRB1,ADM,ADNP,AFP,AGA,AGR2,AHSG,ALB,ANGPT1,AOC1,APLN,APOD,APOE,APP,AREG,ARG1,ARSG,ASAH1,ASAH2,ATRN,AXL,B9D2,BMP2,BPIFA1,BPIFA2,BPIFB1,C11H9orf72,C1QL4,C1QTNF1,C1QTNF2,C1QTNF6,C1RL,C3,C4BPB,C5,C9,CaIFN-alpha 7,CALR,CBLN3,CBLN4,CCBE1,CCK,CCL1,CCL16,CCL2,CCL20,CCL24,CCL25,CCL27,CCL28,CCL3,CCL5,CCN4,CCN6,CD109,CD40LG,CDH13,CEACAM16,CFP,CGA,CHI3L1,CHIA,CHID1,CILP,CKB,CKM,CLU,CNP,COL1A1,COL25A1,COL6A3,COMP,CP,CPA1,CPAMD8,CPQ,CREG1,CREG2,CRELD2,CRTAP,CSF1,CSF2,CSF3,CSN2,CSTA,CSTB,CTRB1,CTRL,CTSB,CTSD,CTSH,CTSK,CTSL,CTSS,CTSZ,CXCL11,CXCL12,CXCL14,CXCL8,DBH,DLK1,DNAJB11,DNAJC9,DPYSL3,ECRG4,EDN3,EFEMP1,EFEMP2,ELANE,EMILIN1,ENPP1,ENPP2,EPO,F3,F5,F8,F9,FAM20C,FAM3D,FAP,FAU,FBLN1,FBLN5,FBLN7,FBN1,FETUB,FGF1,FKRP,FNDC4,FUCA2,GAL,GAS6,GBA,GC,GCG,GGH,GHR,GHRL,GLDN,GP2,GPC1,GPI,GRN,GRP,GSDMD,H2B3G5,H2BC12,H2BC20,HBEGF,HFE,HGFAC,HJV,HMGB2,HYAL1,IBSP,IDE,IFI35,ifn-a,IFNB1,IGF1,IGF2,IGFBP2,IL10,IL12A,IL13,IL16,IL17A,IL17B,IL17C,IL17F,IL18,IL1A,IL1B,IL1RN,IL2,IL20,IL21,IL26,IL3,IL33,IL34,IL36G,IL37,IL4,IL5,IL6,IL7,IL9,ITM2B,J9P3Z4,J9P7B1,JAM3,KCP,KIT,KLK13,KLK14,KLK5,KNG1,KRTDAP,LAMA1,LAMB1,LEP,LGALS4,LGALS7,LMAN2,LOC100683416,LOC100683567,LOC100686162,LOC100687692,LOC100687857,LOC481722,LOC484590,LOC484960,LOC611458,LOXL1,LOXL3,LOXL4,LRG1,LRP8,LTA,LTB,MAN2A1,MBL2,MELTF,MERTK,MFGE8,MMEL1,MMP12,MMP14,MMP2,MMP8,MMP9,MTCL1,NAMPT,NAPSA,NAXE,NBL1,NDNF,NDP,NEPN,NMI,NODAL,NRN1L,OBP2B,ODAM,OLFM3,OLFM4,OSM,P06872,PCOLCE,PCSK5,PDIA3,PDIA4,PDIA6,PECAM1,PGK1,PIBF1,PLA2G10,PLA2G15,PLA2G1B,PLA2G6,PLBD1,PLG,PLOD3,PM20D1,PNLIP,PRSS22,PRSS57,PTGDS,PTGIS,RBP3,RELN,RNASE4,RS1,S100A13,SCGB1A1,SELE,SELP,SEMA4D,SERPINA7,SERPING1,SERPINH1,SERPINI1,SERPINI2,SFRP2,SFTPC,SHH,SLIT2,SLIT3,SLMAP,SMOC2,SNCA,SOD1,SOGA3,SORL1,SOSTDC1,SPARC,SPINK1,SPOCK1,SRGN,SRPX2,SSPO,STX2,STX4,SULF1,SULF2,SVEP1,TAFA4,TCN2,TF,TGFB1,TGFB2,TGFBI,THBS4,THPO,TIMP1,TMPRSS4,TNFRSF11B,TNFSF10,TNFSF13,TNXB,TSKU,TTR,TWSG1,UTP11,VASH1,VCAM1,VEGFA,WFIKKN2,WNT5A,XYLT1,XYLT2,ZP3"
