"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0001228"	291	"DNA-binding transcription activator activity, RNA polymerase II-specific"	"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."	"AR,ARNT2,ARNTL,ATF2,ATF3,ATF6,ATF6B,ATMIN,ATOH1,BACH1,BARHL1,BARHL2,BARX2,BCL11B,BHLHA15,CARF,CASZ1,CDC5L,CDX1,CDX4,CEBPB,CEBPG,CLOCK,CREB1,CREB3,CREB3L3,CREB3L4,CREBRF,CRX,CSRNP1,CSRNP2,CTCFL,DBP,DLX2,DLX3,DLX5,DMRT1,DMRT2,E2F2,E2F3,E4F1,EBF2,EGR1,EGR2,EGR3,EHF,ELF1,ELF4,ELK1,ELK3,EPAS1,ESR1,ESRRG,ETV1,ETV4,ETV6,FEZF2,FLI1,FOS,FOSB,FOSL2,FOXC2,FOXF1,FOXF2,FOXI1,FOXJ1,FOXJ2,FOXJ3,FOXK2,FOXN1,FOXO3,FOXO4,GABPA,GATA1,GATA2,GATA3,GATA4,GBX2,GCM1,GCM2,GLI2,GLIS2,GMEB1,GMEB2,GRHL1,GRHL3,GSX1,GTF2I,HAND1,HAND2,HHEX,HIF1A,HINFP,HLF,HNF4A,HOXA13,HOXA5,HOXA7,HOXA9,HOXB1,HOXB2,HOXB3,HOXB5,HOXB7,HOXC13,HOXD10,HOXD3,HOXD4,HSF2,IKZF3,IRF1,IRF2,IRF4,IRF5,IRF6,ISL1,JUNB,KLF10,KLF15,KLF4,KLF5,KLF6,KLF7,LEF1,LHX2,LHX3,LHX4,LITAF,LMX1A,MAF,MAFA,MAFF,MAFG,MEF2A,MEF2B,MEF2C,MEF2D,MEIS1,MEIS2,MEIS3,MEOX1,MESP1,MITF,MLXIP,MSGN1,MSX1,MYB,MYBL1,MYBL2,MYF5,MYF6,MYOD1,MYOG,MZF1,NANOG,NDN,NEUROD2,NEUROD6,NEUROG3,NFAT5,NFATC2,NFATC3,NFE2L2,NFIA,NFIB,NFKB1,NFKB2,NFYB,NHLH2,NKRF,NKX2-2,NKX2-5,NKX2-6,NKX2-8,NKX6-3,NPAS4,NR1H2,NR1H3,NR1H4,NR1I3,NR2C2,NR2E1,NR3C1,NR4A1,NR4A2,NR4A3,NR5A2,NR6A1,NRF1,NRL,ONECUT2,OSR2,OTX1,OTX2,OVOL2,PATZ1,PAX1,PAX5,PAX9,PBX1,PBX2,PBX3,PGR,PHOX2B,PITX1,PITX3,PLAG1,PLAGL1,PLSCR1,POU1F1,POU2F2,POU4F2,POU4F3,POU5F1,PRDM2,PRDM4,PRRX1,RAX2,RBPJ,RBPJL,REL,RELA,RFX4,RFX5,RFX6,RFXANK,RFXAP,RORB,RREB1,RUNX2,RXRB,SATB2,SCX,SHOX,SIX1,SIX2,SIX4,SMAD1,SMAD2,SMAD3,SMAD4,SOX12,SOX18,SOX30,SOX9,SP1,SP7,SPI1,SPIC,SRF,STAT3,STAT5B,STAT6,TBX19,TBX20,TBX5,TCF12,TCF15,TCF21,TCF3,TEAD4,TFAP2B,TFAP2C,TFAP2E,TFAP4,TFCP2,TFDP1,TFDP2,TFE3,TLX1,TLX2,TP53,TP63,TP73,UBP1,VENTX,VEZF1,YY1,ZBED1,ZBTB17,ZBTB7B,ZFAT,ZIC3,ZNF143,ZNF175,ZNF24,ZNF300,ZNF395,ZNF639,ZNF76,ZSCAN21"
"GO:0001409"	1	"guanine nucleotide transmembrane transporter activity"	"Enables the transfer of guanine nucleotides (GMP, GDP, and GTP) from one side of a membrane to the other."	"ABCC4"
"GO:0001512"	1	"dihydronicotinamide riboside quinone reductase activity"	"Catalysis of the reaction: 1-(beta-D-ribofuranosyl)-1,4-dihydronicotinamide + a quinone = 1-(beta-D-ribofuranosyl)nicotinamide + a hydroquinone."	"NQO2"
"GO:0001515"	2	"opioid peptide activity"	"Naturally occurring peptide that is an opioid (any non-alkaloid having an opiate-like effect that can be reversed by naloxone or other recognized morphine antagonist). These include Leu- and Met-enkephalin, dynorphin and neoendorphin, alpha, beta, gamma and delta endorphins formed from beta-lipotropin, various pronase-resistant peptides such as beta casamorphin, and other peptides whose opiate-like action seems to be indirect."	"CDC42EP2,PNOC"
"GO:0001530"	16	"lipopolysaccharide binding"	"Interacting selectively and non-covalently with lipopolysaccharide."	"ADGRB1,BPI,CD6,DEFB114,DROSHA,F2,HSPD1,LTF,LY96,NINJ1,P2RX7,PSMB4,PTAFR,SCARB1,SELP,TLR2"
"GO:0001537"	3	"N-acetylgalactosamine 4-O-sulfotransferase activity"	"Catalysis of the reaction: 3'-phosphoadenosine 5'-phosphosulfate + N-acetyl-D-galactosamine = adenosine 3',5'-bisphosphate + N-acetyl-D-galactosamine 4-sulfate."	"CHST11,CHST8,CHST9"
"GO:0001540"	34	"amyloid-beta binding"	"Interacting selectively and non-covalently with amyloid-beta peptide/protein and/or its precursor."	"ADRB2,AGER,APBA1,APBA2,APBB3,APOA1,APOE,BACE1,CD36,CD74,CLSTN1,COL25A1,DLGAP3,E2R469,EPHB2,FBXO2,FZD4,FZD5,GSAP,INSR,ITGA2,LDLRAD3,LDLRAP1,LRP8,MSR1,PFDN2,PFDN5,PRNP,SCARB1,SORL1,TGFB2,TLR2,TM2D1,VBP1"
"GO:0001587"	3	"Gq/11-coupled serotonin receptor activity"	"Combining with serotonin and transmitting the signal across the membrane by activation of the Gq/11 subunit of an associated cytoplasmic heterotrimeric G protein complex. The Gq/11 subunit subsequently activates phospholipase C and results in an increase in inositol triphosphate (IP3) levels."	"HTR2A,HTR2B,HTR2C"
"GO:0001595"	1	"angiotensin receptor activity"	"Combining with angiotensin to initiate a change in cell activity."	"MAS1"
"GO:0001601"	3	"peptide YY receptor activity"	"Combining with gut peptide YY to initiate a change in cell activity."	"LOC489082,NPY1R,NPY2R"
"GO:0001605"	1	"adrenomedullin receptor activity"	"Combining with adrenomedullin to initiate a change in cell activity."	"RAMP3"
"GO:0001607"	2	"neuromedin U receptor activity"	"Combining with neuromedin U to initiate a change in cell activity."	"NMUR1,NMUR2"
"GO:0001609"	6	"G protein-coupled adenosine receptor activity"	"Combining with adenosine and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."	"ADORA1,ADORA2A,ADORA2B,ADORA3,P2RY12,TTC19"
"GO:0001614"	8	"purinergic nucleotide receptor activity"	"Combining with a purine nucleotide and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."	"HCAR2,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7"
"GO:0001616"	1	"growth hormone secretagogue receptor activity"	"Combining with ghrelin to initiate a change in cell activity."	"GHSR"
"GO:0001618"	17	"virus receptor activity"	"Combining with a virus component and mediating entry of the virus into the cell."	"ACE2,ANPEP,AXL,CD81,CLDN1,CLDN6,CLDN9,CLEC4G,DAG1,DPP4,GPR15,HYAL1,HYAL2,PLSCR1,SIVA1,TYRO3,XPR1"
"GO:0001621"	3	"ADP receptor activity"	"Combining with ADP and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."	"P2RY1,P2RY12,P2RY6"
"GO:0001632"	1	"leukotriene B4 receptor activity"	"Combining with leukotriene B4, LTB4, to initiate a change in cell activity. Leukotriene B4 is also known as (6Z, 8E, 10E, 14Z)-(5S, 12R)-5,12-dihydroxyicosa-6,8,10,14-tetraen-1-oate."	"LTB4R2"
"GO:0001635"	1	"calcitonin gene-related peptide receptor activity"	"Combining with a calcitonin gene-related polypeptide (CGRP) to initiate a change in cell activity."	"RAMP1"
"GO:0001640"	1	"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity"	"Combining with glutamate and transmitting the signal across the membrane by activating the alpha-subunit of an associated heterotrimeric G-protein complex to inhibit downstream adenylate cyclase activity."	"GRIK3"
"GO:0001642"	1	"group III metabotropic glutamate receptor activity"	"A G protein-coupled receptor that is activated by L-AP-4 and inhibits adenylate cyclase activity."	"GRM7"
"GO:0001664"	19	"G protein-coupled receptor binding"	"Interacting selectively and non-covalently with a G protein-coupled receptor."	"ARHGEF11,ARHGEF12,DNAJA1,FCN2,FLNA,FYN,GNAQ,HSPA8,ITGB4,MARCO,PACRG,PPY,PRKN,RSPO1,S1PR1,S1PR2,STUB1,USP20,USP33"
"GO:0001665"	2	"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity"	"Catalysis of the reaction: CMP-N-acetylneuraminate + glycano-(1->3)-(N-acetyl-alpha-D-galactosaminyl)-glycoprotein = CMP + glycano-[(2->6)-alpha-N-acetylneuraminyl]-(N-acetyl-D-galactosaminyl)-glycoprotein."	"ST6GALNAC2,ST6GALNAC6"
"GO:0001671"	11	"ATPase activator activity"	"Binds to and increases the ATP hydrolysis activity of an ATPase."	"ATP1B1,ATP1B2,DNAJA1,DNAJB2,DNAJB4,DNAJB6,DNAJC10,GTF2H4,HSCB,TOR1AIP1,TOR1AIP2"
"GO:0001681"	1	"sialate O-acetylesterase activity"	"Catalysis of the reaction: N-acetyl-O-acetylneuraminate (free or glycosidically bound) + H2O = N-acetylneuraminate + acetate."	"SIAE"
"GO:0001691"	1	"pseudophosphatase activity"	"Maintains the phosphorylation state of certain molecules by associating with them and preventing them from associating with active phosphatases, and thus inhibiting the enzyme activity without interacting with the enzyme. Often pertains to proteins belonging to dual-specificity phosphatase family but lacking critical active site residues."	"STYX"
"GO:0001727"	1	"lipid kinase activity"	"Catalysis of the phosphorylation of a simple or complex lipid."	"PIK3C2B"
"GO:0001729"	1	"ceramide kinase activity"	"Catalysis of the reaction: ATP + ceramide = ADP + ceramide-1-phosphate."	"CERK"
"GO:0001730"	2	"2'-5'-oligoadenylate synthetase activity"	"Catalysis of the reaction: ATP = pppA(2'p5'A)n oligomers. This reaction requires the binding of double-stranded RNA."	"LOC102153214,OASL"
"GO:0001733"	3	"galactosylceramide sulfotransferase activity"	"Catalysis of the reaction: 3'-phosphoadenosine 5'-phosphosulfate + a galactosylceramide = adenosine 3',5'-bisphosphate + a galactosylceramidesulfate."	"GAL3ST2,GAL3ST3,GAL3ST4"
"GO:0001734"	2	"mRNA (N6-adenosine)-methyltransferase activity"	"Catalysis of the reaction: S-adenosyl-L-methionine + RRACH = S-adenosyl-L-homocysteine + RRm6ACH; R is a purine, and H is C, A, or U."	"METTL16,METTL3"
"GO:0001735"	1	"prenylcysteine oxidase activity"	"Catalysis of the reaction: S-prenyl-L-cysteine + O2 + H2O = a prenal + L-cysteine + H2O2."	"PCYOX1L"
"GO:0001758"	2	"retinal dehydrogenase activity"	"Catalysis of the reaction: retinal + NAD+ + H2O = retinoate + NADH. Acts on both 11-trans and 13-cis forms of retinal."	"ALDH1A2,ALDH1A3"
"GO:0001760"	1	"aminocarboxymuconate-semialdehyde decarboxylase activity"	"Catalysis of the reaction: 2-amino-3-carboxymuconate 6-semialdehyde + H(+) = 2-aminomuconate 6-semialdehyde + CO(2)."	"ACMSD"
"GO:0001784"	31	"phosphotyrosine residue binding"	"Interacting selectively and non-covalently with a phosphorylated tyrosine residue within a protein."	"ABL1,ABL2,BCAR3,CBL,CBLB,CBLC,CRK,CRKL,FGR,GRB2,LCK,LDLRAP1,MAPK1,NCK2,PIK3R1,PLCG2,PTPN11,PTPN3,PTPN5,PTPN6,RASA1,SH2D3A,SH2D3C,SHC1,SHC3,STAP1,SYK,VAV1,VAV2,YES1,ZAP70"
"GO:0001785"	1	"prostaglandin J receptor activity"	"Combining with prostaglandin J (PGJ(2)), a metabolite of prostaglandin D (PGD(2)) to initiate a change in cell activity."	"PTGDR2"
"GO:0001786"	26	"phosphatidylserine binding"	"Interacting selectively and non-covalently with phosphatidylserine, a class of glycophospholipids in which a phosphatidyl group is esterified to the hydroxyl group of L-serine."	"ADGRB1,ANXA13,ANXA9,APPL1,APPL2,AXL,CPNE6,FCHO2,GAS6,GRAMD1B,HSPA8,MARK1,MFGE8,MME,OSBPL10,OSBPL5,OSBPL8,RPE65,RS1,SCARB2,SMPD3,SYT5,SYTL2,THBS1,TLN1,TRIM72"
"GO:0001792"	1	"polymeric immunoglobulin receptor activity"	"Combining with a J-chain-containing polymeric immunoglobulin of the IgA or IgM isotypes via the Fc region, and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."	"PIGR"
"GO:0001846"	1	"opsonin binding"	"Interacting selectively and non-covalently with an opsonin, such as a complement component or antibody, deposited on the surface of a bacteria, virus, immune complex, or other particulate material."	"ITGAV"
"GO:0001849"	1	"complement component C1q binding"	"Interacting selectively and non-covalently with the C1q component of the classical complement cascade."	"CD93"
"GO:0001851"	1	"complement component C3b binding"	"Interacting selectively and non-covalently with the C3b product of the complement cascade."	"VSIG4"
"GO:0001855"	1	"complement component C4b binding"	"Interacting selectively and non-covalently with the C4b product of the classical complement cascade."	"MASP2"
"GO:0001872"	2	"(1->3)-beta-D-glucan binding"	"Interacting selectively and non-covalently with (1->3)-beta-D-glucans."	"CLEC7A,PTX3"
"GO:0001875"	2	"lipopolysaccharide receptor activity"	"Combining with a lipopolysaccharide and transmitting the signal across the cell membrane to initiate a change in cell activity. Lipopolysaccharides (LPS) are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."	"PTAFR,SCARB1"
"GO:0001882"	2	"nucleoside binding"	"Interacting selectively and non-covalently with a nucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked either to ribose or deoxyribose."	"CDA,PNP"
"GO:0001883"	1	"purine nucleoside binding"	"Interacting selectively and non-covalently with a purine nucleoside, a compound consisting of a purine base linked either to ribose or deoxyribose."	"OARD1"
"GO:0001888"	1	"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity"	"Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl-proteoglycan = UDP + alpha-N-acetyl-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl-proteoglycan."	"EXTL2"
"GO:0001962"	1	"alpha-1,3-galactosyltransferase activity"	"Catalysis of the transfer of a galactose residue from a donor molecule, such as GDP-galactose or UDP-galactose, to an oligosaccharide, forming an alpha-(1->3) linkage."	"A3GALT2"
"GO:0001965"	12	"G-protein alpha-subunit binding"	"Interacting selectively and non-covalently with a G-protein alpha subunit. The alpha subunit binds a guanine nucleotide."	"CCDC88A,F2R,F2RL1,GAS2L2,HTR2B,OPRM1,RGS1,RGS10,RGS14,RGS2,RGS22,SASH1"
"GO:0001968"	15	"fibronectin binding"	"Interacting selectively and non-covalently with a fibronectin, a group of related adhesive glycoproteins of high molecular weight found on the surface of animal cells, connective tissue matrices, and in extracellular fluids."	"CCDC80,CTSK,CTSS,EPHA1,FBLN1,FSTL3,HSD17B12,ITGAV,LOXL3,LRRC15,MYOC,SFRP2,SSC5D,THBS1,VEGFA"
"GO:0001972"	7	"retinoic acid binding"	"Interacting selectively and non-covalently with retinoic acid, 3,7-dimethyl-9-(2,6,-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid."	"CRABP2,CYP26A1,CYP26B1,CYP2W1,RARA,RXRA,SERPINA5"
"GO:0002020"	62	"protease binding"	"Interacting selectively and non-covalently with any protease or peptidase."	"ADAMTS4,ADAMTSL4,ATP9A,BCL10,BCL2,BDKRB2,BRCA2,CCBE1,CD28,CD70,CDK5R1,CFLAR,CHL1,COL1A1,COL1A2,COL3A1,COMP,CSTA,CSTB,DPP4,DVL3,ECM1,ELANE,F3,FAP,FLOT1,FN1,FURIN,GSK3B,IL1R1,ITGA3,ITGAV,ITGB1,KIT,LDLR,LONP2,MALT1,MBP,NTRK2,PINK1,POLG,PRNP,PYCARD,RNF139,SELL,SERPINA1,SERPINA5,SERPINB13,SERPINB6,SERPINB9,SERPINC1,SERPINE1,SERPINF2,SH3PXD2A,SLC2A13,TIMP2,TNF,TNFAIP3,TP53,TRIP4,TWNK,VWF"
"GO:0002039"	44	"p53 binding"	"Interacting selectively and non-covalently with one of the p53 family of proteins."	"ANKRD1,BLM,BRD7,CDKN2AIP,CHD8,CREBBP,DAXX,DUSP26,EHMT1,EHMT2,EP300,GATA1,HDAC1,HIF1A,HTT,KDM1A,MSX1,MUL1,NOP53,NTRK3,NUAK1,PLK3,POU4F2,PRMT5,RCHY1,RFWD3,RNF125,RNF20,SETD7,SMARCA4,SMARCB1,SMYD2,STK11,TAF3,TEP1,TP53,TP53BP1,TP53RK,TP63,TP73,TRIM24,TRIM29,USP10,USP7"
"GO:0002046"	5	"opsin binding"	"Interacting selectively and non-covalently with an opsin, any of a group of hydrophobic, integral membrane glycoproteins located primarily in the disc membrane of rods or cones, involved in photoreception."	"ARR3,IFT20,PRCD,SAG,SPTBN5"
"GO:0002060"	2	"purine nucleobase binding"	"Interacting selectively and non-covalently with a purine nucleobase, an organic nitrogenous base with a purine skeleton."	"PNP,PYGL"
"GO:0002083"	1	"4-hydroxybenzoate decaprenyltransferase activity"	"Catalysis of the reaction: all-trans-decaprenyl diphosphate + 4-hydroxybenzoate = 3-decaprenyl-4-hydroxybenzoate + diphosphate."	"COQ2"
"GO:0002114"	1	"interleukin-33 receptor activity"	"Combining with interleukin-33 and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."	"IL1RAP"
"GO:0002134"	1	"UTP binding"	"Interacting selectively and non-covalently with UTP, uridine 5'-triphosphate."	"MTPAP"
"GO:0002151"	4	"G-quadruplex RNA binding"	"Interacting selectively and non-covalently with G-quadruplex RNA structures, in which groups of four guanines adopt a flat, cyclic hydrogen-bonding arrangement known as a guanine tetrad."	"AFF2,FMR1,LIN28A,MCRS1"
"GO:0002153"	2	"steroid receptor RNA activator RNA binding"	"Interacting selectively and non-covalently with the steroid receptor RNA activator RNA (SRA). SRA enhances steroid hormone receptor transcriptional activity as an RNA transcript by an indirect mechanism that does not involve SRA-steroid receptor binding."	"PUS1,SRA1"
"GO:0002161"	8	"aminoacyl-tRNA editing activity"	"The hydrolysis of an incorrectly aminoacylated tRNA."	"F6Y5M8,IARS1,IARS2,LARS1,LARS2,TARS2,VARS1,VARS2"
"GO:0002162"	4	"dystroglycan binding"	"Interacting selectively and non-covalently with dystroglycan. Dystroglycan is glycoprotein found in non-muscle tissues as well as in muscle tissues, often in association with dystrophin. The native dystroglycan cleaved into two non-covalently associated subunits, alpha (N-terminal) and beta (C-terminal)."	"CLASP1,DAG1,FKRP,VCL"
"GO:0002196"	1	"Ser-tRNA(Ala) hydrolase activity"	"Catalysis of the hydrolysis of misacylated Ser-tRNA(Ala)."	"AARS1"
"GO:0002950"	3	"ceramide phosphoethanolamine synthase activity"	"Catalysis of the reaction: CDP-ethanolamine + a ceramide = CMP + a ceramide phosphoethanolamine."	"SAMD8,SGMS1,SGMS2"
"GO:0002951"	1	"leukotriene-C(4) hydrolase"	"Catalysis of the reaction Leukotriene C(4) + H(2)O= leukotriene D(4) + L-glutamate."	"GGT5"
"GO:0003674"	12	"molecular_function"	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs. These actions are described from two distinct but related perspectives: (1) biochemical activity, and (2) role as a component in a larger system/process."	"C12H6orf163,E2RTC2,FAM3D,FITM2,GAS1,MRNIP,OR13C7F,PNMA2,PRRC2A,RPL23A,SPCS1,TDRD12"
"GO:0003676"	165	"nucleic acid binding"	"Interacting selectively and non-covalently with any nucleic acid."	"A0A5F4BSG6,A0A5F4BV76,A0A5F4C090,A0A5F4C8X5,A0A5F4CBE1,A0A5F4CBJ6,A0A5F4CPU0,A0A5F4CQL3,A0A5F4D5S5,A0A5F4D725,A0A5F4D7R9,A0A5F4DB65,A0A5F4DF49,ACIN1,AEN,AGGF1,AKAP17A,ARPP21,BRAP,C35H6orf201,CIZ1,CMTR1,CNOT7,CNOT8,DARS2,DBF4B,DDX19A,DDX24,DDX27,DDX4,DDX46,DDX47,DDX49,DDX51,DDX52,DDX53,DDX56,DHX57,DNAJC21,E2RJ94,E2RJS4,E2RJS6,EEF1AKMT1,ENDOG,ENPP1,ENPP2,ENPP3,ERI2,ERI3,EXD1,EXD2,EXD3,EXOG,EXOSC10,F1PPY8,GIN1,GPANK1,GPATCH1,GPATCH2,GPATCH3,GPATCH4,GPATCH8,HELQ,HEMK1,HFM1,HLTF,ISG20L2,J9NT13,J9NTZ9,J9NW56,J9NY67,J9P4L6,J9P7D2,KCNH7,KRBA2,LEMD3,LOC100856264,LOC102152733,LOC475395,LOC479011,LOC608133,MCM3AP,METTL4,METTL5,MTHFSD,N6AMT1,NABP2,NARS1,NYNRIN,OPRL1,OXCT1,PAN2,PEG10,PINX1,POGZ,POLR1H,POLR2I,POLR3K,R3HCC1,R3HDM1,R3HDM2,RBBP6,RBM33,RCAN1,RCAN2,RCAN3,RECQL5,REXO1,REXO2,RNASE10,RNASE12,RNASE13,RNASE4,RNASE9,RNASEH1,RRP7,RTL4,RUNDC3B,SCAPER,SF3A2,SF3B6,SNRNP200,SNRNP35,SPAG7,SREK1IP1,SULT2B1,TBK1,TCEA1,TCEA3,TDRD12,TEFM,TFIP11,TMEM63A,TNRC6A,TNRC6B,TNRC6C,TREX2,TRIT1,TSEN15,TSEN34,TTC14,XRN1,YBX2,ZBED9,ZCCHC10,ZCCHC14,ZCCHC17,ZCCHC2,ZCCHC24,ZCCHC4,ZCCHC7,ZCCHC9,ZDBF2,ZFR,ZFR2,ZMAT1,ZMAT2,ZMAT3,ZMAT4,ZNF318,ZNF385B,ZNF385C,ZNF407,ZNF593,ZNF830"
